编号,原始案号,预备,未遂,中止,较大,巨大,特别巨大,凶器,多次,流窜,扒窃,入户,系自首,立功,系坦白,如实供述,自愿认罪,认罪认罚,累犯,前科,未成年,老年人,残疾,精神病,谅解,和解,赔偿,黑恶势力,灾害,性别,学历,就业状况,法官性别,法官原始刑期,预测刑期1,预测刑期2,刑期差值1,刑期差值2,刑期差值3,slope_judge,slope_machine1,法官姓名编码
115,140839,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,8,1,0,7,8.44,8.46,1.44,1.46,-0.02,-0.0868880056744103,-0.479923465144296,3129.0
117,18469,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,2,0,0,5,6.64,6.9,1.64,1.9,-0.26,-0.101424644739864,0.0780889883198669,14159.0
118,180142,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,11,11.74,12.53,0.74,1.53,-0.79,-0.124734223902844,-0.0942980097466342,279.0
119,134531,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,7,8.32,8.76,1.32,1.76,-0.44,-0.377805742050777,-0.249943923781119,13171.0
120,261825,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,2,1,2,6,8.67,8.65,2.67,2.65,0.01,-0.445818138466285,-0.125674628226064,15877.0
121,155347,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,6,6.95,6.94,0.95,0.94,0.01,-0.0418952092295769,-0.0938519207474803,16982.0
122,12054,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,6,4.96,5.45,1.04,0.55,-0.48,-0.37919051008524,-0.450098134009805,14842.0
123,70396,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6,8.43,8.52,2.43,2.52,-0.09,-0.268663201737169,0.0392287427199429,16643.0
124,294612,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8,1,0,46,39.72,39.89,6.28,6.11,-0.17,-0.368186126806339,-0.345887199153563,8785.0
125,300298,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,5,8.29,9.11,3.29,4.11,-0.82,-0.542735425440824,-0.212451035673434,5208.0
126,260187,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,12,12.24,12.25,0.24,0.25,-0.01,0.0973548140397796,0.0914213563730728,7697.0
127,226978,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,7,7.56,7.69,0.56,0.69,-0.13,0.0779759106659264,0.0845434963324335,3338.0
128,27938,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,4,5.96,5.65,1.96,1.65,0.31,-0.0677879736043977,-0.155368771801168,11658.0
129,245124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,11,6.22,6.55,4.78,4.45,-0.33,0.0844940775850326,-0.26123136458171,7231.0
130,240354,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2,1,0,9,9.39,9.53,0.39,0.53,-0.14,-0.554486464666008,-0.568783850975254,5624.0
131,225352,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,7,7.76,8.2,0.76,1.2,-0.44,-0.280361438882932,-0.24860103996459,2868.0
132,107460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,6,5.39,4.12,0.61,1.88,1.26,-0.327385989617509,-0.360740370525111,12717.0
133,6702,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,2,2,5.33,5.81,3.33,3.81,-0.47,-0.401785376276494,-0.362966368157214,12830.0
134,182382,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,6.55,6.65,0.45,0.35,-0.11,-0.406958612303334,-0.460221012890535,2754.0
135,134298,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,13,7.73,8.34,5.27,4.66,-0.61,0.106242367454953,0.0840837864209514,10507.0
136,45751,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,7,6.28,6.7,0.72,0.3,-0.42,-0.173164276475623,-0.192076511541086,14747.0
137,59409,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,7,10.1,10.19,3.1,3.19,-0.09,0.111323897251056,-0.667981448015999,10111.0
138,292352,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,8,1,0,11,10.05,10.15,0.95,0.85,-0.1,-0.71045807007268,-0.654956961118954,5909.0
139,211004,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,4.96,4.82,7.04,7.18,0.14,-0.156333839606145,-0.450278680051338,17045.0
140,227546,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,7,8.06,7.49,1.06,0.49,0.57,-0.330845918026267,-0.173019846529556,
141,186901,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,1,0,0,8.7,11.7,8.7,11.7,-2.99,0.0770013517121519,0.192735698033478,5553.0
142,250975,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,6,4.91,4.8,1.09,1.2,0.11,-0.123862952526645,-0.229563498996847,9670.0
143,285669,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,9,8.74,8.92,0.26,0.08,-0.18,-0.577474555784101,-0.545216842523983,1696.0
144,291348,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,48,9.31,9.08,38.69,38.92,0.23,0.095663630048927,-0.377384283376551,
145,376,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,15,16.18,15.57,1.18,0.57,0.61,-0.184094232851365,-0.172683670791835,9169.0
146,166581,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,8.26,8.31,5.74,5.69,-0.05,-0.47880945427313,-0.171154517861284,13252.0
147,274955,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,36,30.46,29.27,5.54,6.73,1.19,-0.14358792371014,0.0412036298575638,1713.0
148,71759,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,1,8,6.89,6.15,1.11,1.85,0.74,-0.0964053222284807,-0.0055971551328448,17073.0
149,60756,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,12,6.65,6.77,5.35,5.23,-0.12,-0.349103782259252,-0.148149799837154,6404.0
150,307021,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,12,5.79,6.24,6.21,5.76,-0.45,-0.106803006975366,-0.481420506074423,6655.0
151,22010,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,9,11.81,11.32,2.81,2.32,0.48,0.206029952631124,0.046586585350503,4107.0
152,198336,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,6,5.84,5.56,0.16,0.44,0.28,-0.468794940234554,-0.478018324650597,8154.0
153,3148,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,8,13.42,13.13,5.42,5.13,0.29,-0.336872449079194,-0.647323955137388,
154,170007,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,6,5.4,4.93,0.6,1.07,0.48,-0.257522631215112,-0.29480049687772,4443.0
155,135791,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,3,7.03,7.03,4.03,4.03,0.0,-0.567894024251985,-0.35322544335661,15572.0
156,233619,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,6,7.02,7.0,1.02,1.0,0.01,0.0459433464299739,0.109818137118801,11312.0
157,280101,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,0,14,13.19,14.0,0.81,0.0,-0.82,-0.872559822405761,-0.860307724897953,2851.0
158,82879,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,2,1,0,8,8.32,8.37,0.32,0.37,-0.05,-0.202799560598976,-0.257303689088021,5214.0
159,256800,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,6,7.01,7.22,1.01,1.22,-0.21,0.0673397051292802,-0.0140662889305445,14748.0
160,240791,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,8,1,0,6,9.18,9.23,3.18,3.23,-0.05,0.0512112763624648,-0.657632830517375,15811.0
161,28659,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,1,0,14,9.45,9.91,4.55,4.09,-0.46,-0.79487417858267,-0.582001198912194,9580.0
162,208800,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,3,4.31,4.82,1.31,1.82,-0.51,-0.705061147088391,-0.685398051205831,10010.0
163,63631,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,6,7.19,7.05,1.19,1.05,0.14,-0.0371237510442741,0.0983406894653608,
164,298845,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7,18.6,18.19,11.6,11.19,0.41,-0.462122561813353,0.0233443628721175,
165,170691,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,2,1,0,4,11.44,9.94,7.44,5.94,1.5,0.0974551269442821,-0.202612299986464,7698.0
166,267365,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,7,5.44,5.65,1.56,1.35,-0.21,-0.377805742050777,-0.516411779846726,10765.0
167,99844,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,8,1,0,8,9.67,9.86,1.67,1.86,-0.19,-0.463887785430368,-0.539427116872005,12301.0
168,228367,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,9,9.67,9.69,0.67,0.69,-0.01,-0.0880626952513866,-0.0935839652414132,12284.0
169,150359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,8,1,0,5,4.69,5.01,0.31,0.01,-0.32,-0.359927575682271,-0.382197580865958,4459.0
170,75730,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,0,9,7.23,7.79,1.77,1.21,-0.56,0.189659388964171,0.106833553383144,
171,75216,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,6,5.99,6.39,0.01,0.39,-0.4,-0.40458740494244,-0.405137319538766,3715.0
172,27532,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0,3,4.5,4.28,1.5,1.28,0.22,-0.778583746146096,-0.694927778907062,6051.0
173,289397,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,3,1,0,11,10.62,10.37,0.38,0.63,0.26,-0.546460477816586,-0.543577791278738,10857.0
174,155721,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,2,0,0,12,10.07,10.89,1.93,1.11,-0.83,-0.820757354640992,-0.590207023926999,5650.0
175,195920,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,7,9.37,9.71,2.37,2.71,-0.34,-0.171312204759527,-0.354730998727258,
176,151696,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,2,1,0,78,40.05,40.5,37.95,37.5,-0.46,-0.22626905996704,-0.344294022126108,2627.0
177,4040,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,6,5.36,5.6,0.64,0.4,-0.24,-0.37919051008524,-0.419703007814015,2045.0
178,288149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,8,8.32,8.41,0.32,0.41,-0.09,-0.305579618694485,-0.324473585883601,
179,48082,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,12,9.21,8.99,2.79,3.01,0.22,0.111504180114852,0.326369988903508,13077.0
180,221341,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,5.37,5.51,1.37,1.51,-0.14,-0.839998363738281,-0.713375466684334,14859.0
181,243968,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,8,10.31,10.87,2.31,2.87,-0.56,-0.323919398157535,-0.704156999289586,1869.0
182,15163,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8,1,0,18,17.09,18.26,0.91,0.26,-1.17,0.206012536962038,0.203472230018465,3495.0
183,40512,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,2,1,2,7,7.96,7.93,0.96,0.93,0.04,-0.0971988463972214,-0.268680948050944,12227.0
184,261410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,8,7.04,7.23,0.96,0.77,-0.19,-0.0140082071596734,-0.0251772066424422,5267.0
185,103028,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,1,0,8,8.11,8.18,0.11,0.18,-0.06,-0.353461868607026,-0.369409525752262,3533.0
186,103729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,5,4.75,4.94,0.25,0.06,-0.19,-0.410696320519289,-0.416115239966189,
187,115148,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,9,9.44,8.98,0.44,0.02,0.46,-0.171134314065275,-0.176969532339062,15513.0
188,10773,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1,8,8.76,8.48,0.76,0.48,0.28,0.0155175316762539,-0.0234384113225084,3594.0
189,252556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8,1,0,15,8.12,8.48,6.88,6.52,-0.36,-0.073939310946764,0.0814340189553441,13022.0
190,229860,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,1,0,6,10.05,9.75,4.05,3.75,0.3,0.906099785002109,-0.397495057453274,9567.0
191,114818,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,4,8.07,7.72,4.07,3.72,0.34,0.0934642451868455,0.0897455197560399,
192,17138,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,9,8.36,8.56,0.64,0.44,-0.2,-0.213104678518768,-0.143735963768403,2989.0
193,240082,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,4,1,0,71,10.1,15.38,60.9,55.62,-5.29,-0.0356300350615581,-0.147359140149604,12320.0
194,264160,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,4,5.4,4.8,1.4,0.8,0.6,-1.22416128792751,-1.02794129290231,5465.0
195,129215,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,8.64,8.59,2.64,2.59,0.05,0.626808278100063,-0.654526056450881,7342.0
196,291337,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,9,7.68,7.57,1.32,1.43,0.11,0.0417325118989165,-0.083931113673893,13716.0
197,63816,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,11,10.75,10.55,0.25,0.45,0.19,-0.133418275044899,-0.130647736025395,14891.0
198,218639,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,8,6.27,6.5,1.73,1.5,-0.23,-0.128278780611237,-0.359503577082788,6485.0
199,255095,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2,1,1,7,9.28,8.95,2.28,1.95,0.32,-0.478883913906325,-0.376078900152176,4050.0
200,228181,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,8,1,0,7,8.63,8.35,1.63,1.35,0.28,-0.159735841619653,-0.37098025229002,16437.0
201,10473,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7,11.07,11.05,4.07,4.05,0.02,-0.385544693534297,-0.650569684922207,1333.0
202,68017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,3,5.69,4.6,2.69,1.6,1.09,-0.491288431227146,-0.397228630893869,16751.0
203,118763,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,42,36.96,37.16,5.04,4.84,-0.2,-0.496883702450693,-0.475841867176759,16345.0
204,55895,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,12,12.88,12.99,0.88,0.99,-0.11,-0.789183757086554,-0.734265515500423,2870.0
205,233532,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,1,0,10,10.69,11.64,0.69,1.64,-0.95,-0.596164216693545,-0.614508845809794,15112.0
206,275747,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,9,11.95,11.47,2.95,2.47,0.48,-0.226645611392741,-0.438396025089803,13377.0
207,176978,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,41,12.26,12.07,28.74,28.93,0.18,0.0015272697594339,0.190904116753846,5473.0
208,288151,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,1,2,3,8.43,8.53,5.43,5.53,-0.1,0.119331838180052,-0.306942635966786,689.0
209,46731,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,4,6.81,6.86,2.81,2.86,-0.05,-0.118190383425706,-0.151291738889479,8732.0
210,149716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,12,8.32,8.53,3.68,3.47,-0.21,0.139966464257889,0.119309653036352,
211,215359,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,44,25.78,19.65,18.22,24.35,6.13,0.027551088462669,0.117862693038081,5344.0
212,65654,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,6,6.01,6.61,0.01,0.61,-0.6,-0.171697375645903,-0.171385020773813,1876.0
213,288696,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,22,9.73,8.56,12.27,13.44,1.17,-0.159286147194495,-0.57303015197744,8230.0
214,282177,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,5.91,6.29,1.91,2.29,-0.37,-0.558849452697243,-0.419919219069558,10141.0
215,165080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,2,1,0,7,7.98,7.38,0.98,0.38,0.61,-0.132665265107613,-0.301492352448901,2530.0
216,280998,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,36,19.96,20.22,16.04,15.78,-0.26,0.0308280876293898,-0.517637883338769,1713.0
217,103887,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,8,1,0,6,8.6,8.8,2.6,2.8,-0.19,0.688278648357801,-0.218095508507514,16737.0
218,112059,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,10,14.61,14.33,4.61,4.33,0.28,-0.28798585133669,-0.324195335305697,8578.0
219,162659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,2,0,0,40,8.57,8.72,31.43,31.28,-0.15,0.110919962639071,0.024593852009494,14945.0
220,290557,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,7,6.45,6.42,0.55,0.58,0.02,-0.444303806938317,-0.498914515173779,11668.0
221,111092,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,2,1,0,21,20.33,19.34,0.67,1.66,0.99,-0.31002205421048,-0.330391450404837,4453.0
222,188418,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,17,10.28,9.72,6.72,7.28,0.56,-0.128815383126303,-0.147179890226381,3099.0
223,273411,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,30,18.26,19.0,11.74,11.0,-0.74,-0.0374580829964975,-0.319121904267471,13828.0
224,106160,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,8,1,1,2,5.19,5.46,3.19,3.46,-0.27,-0.527936383008046,-0.535384422688666,9015.0
225,206863,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,8,7.52,7.4,0.48,0.6,0.12,-0.178974723345209,-0.25553196465211,23.0
226,227886,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,8,1,0,36,35.37,33.5,0.63,2.5,1.87,-0.212312110708013,-0.166106132730357,
227,191674,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,2,1,1,4,5.15,5.05,1.15,1.05,0.1,-0.448107881483935,-0.345391010269886,12694.0
228,257721,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,8,1,1,6,10.05,9.93,4.05,3.93,0.12,0.200998812087573,-0.629563733902802,11442.0
229,245903,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,6,9.34,8.55,3.34,2.55,0.8,-0.0062714584236088,-0.325591928614614,16909.0
230,38543,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,28,25.01,25.06,2.99,2.94,-0.05,-0.0778638431126276,-0.132545288380266,16261.0
231,267929,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,8,1,1,14,9.85,10.08,4.15,3.92,-0.23,-0.771061919727341,-0.707127778755299,8411.0
232,74184,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,2,10,12.99,12.82,2.99,2.82,0.17,-0.727284531043311,-0.765883991134782,15131.0
233,105918,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,5,6.12,6.49,1.12,1.49,-0.37,-0.364023844561944,-0.25767768888475,6744.0
234,286526,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,0,1,6.35,6.33,5.35,5.33,0.02,-0.0358882452654386,0.0997925481621074,708.0
235,185683,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,8,1,1,10,10.84,9.1,0.84,0.9,1.73,-0.463776191810431,-0.515481422491613,4693.0
